,pct_1st_serve,matches_1st_serve,standing_player2,standing_player_1st_serve,pct_1st_serve_pw,points_won_1st_serve_pw,total_points_1st_serve_pw,matches_1st_serve_pw,standing_player_1st_serve_pw,pct_1st_serve_rpw,points_won_1st_serve_rpw,total_points_1st_serve_rpw,matches_1st_serve_rpw,standing_player_1st_serve_rpw,pct_2nd_serve_pw,points_won_2nd_serve_pw,total_points_2nd_serve_pw,matches_2nd_serve_pw,standing_player_2nd_serve_pw,pct_2nd_serve_rpw,points_won_2nd_serve_rpw,total_points_2nd_serve_rpw,matches_2nd_serve_rpw,standing_player_2nd_serve_rpw,number_aces,matches_aces,standing_player_aces,pct_break_points_converted,points_won_break_points_converted,total_points_break_points_converted,matches_break_points_converted,standing_player_break_points_converted,pct_break_point_won,points_won_break_point_won,total_points_break_point_won,matches_break_point_won,standing_player_break_point_won,return_standing_player_return,return_rating_return,pct_1st_serve_return_points_won_return,pct_2nd_serve_return_points_won_return,pct_return_games_won_return,pct_break_points_converted_return,pct_return_games_won,games_won_return_games_won,total_games_return_games_won,matches_return_games_won,standing_player_return_games_won,serve_standing_player_serve,serve_rating_serve,pct_1st_serve_serve,pct_1st_serve_points_won_serve,pct_2nd_serve_points_won_serve,pct_service_games_won_serve,avg_aces_match_serve,avg_double_faultsmatch_serve,pct_services_games_won,games_won_services_games_won,total_games_services_games_won,matches_services_games_won,standing_player_services_games_won,under_pressure_standing_player_underpressure,under_pressure_rating_underpressure,pct_break_points_converted_underpressure,pct_break_points_saved_underpressure,pct_tie_breaks_won_underpressure,pct_deciding_sets_won_underpressure
10,0.6488,44.0,Emil Ruusuvuori,11.0,0.6869,1505.0,2191.0,44.0,32.0,0.3129,655.0,2093.0,44.0,15.0,0.5194,696.0,1340.0,44.0,15.0,0.5194,696.0,1340.0,44.0,15.0,191.0,44.0,56.0,0.3901,126.0,323.0,44.0,28.0,0.5719,183.0,320.0,44.0,39.0,29.0,146.4,0.313,0.519,0.242,0.39,0.2418,126.0,521.0,44.0,22.0,65.0,256.6,0.649,0.687,0.483,0.741,4.3,3.7,0.7405,391.0,528.0,44.0,35.0,41.0,206.3,0.39,0.572,0.538,0.563
11,0.643,53.0,Matteo Berrettini,12.0,0.7913,2267.0,2865.0,53.0,1.0,0.3014,867.0,2877.0,53.0,21.0,0.4681,792.0,1692.0,53.0,40.0,0.4681,792.0,1692.0,53.0,40.0,614.0,53.0,6.0,0.406,149.0,367.0,53.0,21.0,0.7303,195.0,267.0,53.0,1.0,51.0,137.6,0.3,0.467,0.206,0.403,0.209,149.0,713.0,53.0,36.0,3.0,295.9,0.643,0.791,0.528,0.898,11.5,1.6,0.8993,643.0,715.0,53.0,1.0,1.0,259.6,0.403,0.73,0.645,0.818
12,0.6375,70.0,Casper Ruud,13.0,0.7358,2323.0,3157.0,70.0,16.0,0.2995,952.0,3179.0,70.0,24.0,0.5385,1036.0,1924.0,70.0,6.0,0.5385,1036.0,1924.0,70.0,6.0,344.0,70.0,24.0,0.4494,213.0,474.0,70.0,5.0,0.6097,189.0,310.0,70.0,20.0,6.0,155.3,0.299,0.538,0.267,0.449,0.2669,213.0,798.0,70.0,8.0,13.0,282.4,0.638,0.736,0.567,0.853,4.9,1.9,0.853,702.0,823.0,70.0,7.0,2.0,247.4,0.449,0.61,0.591,0.824
13,0.636,59.0,Diego Schwartzman,14.0,0.6756,1926.0,2851.0,59.0,36.0,0.3545,1023.0,2886.0,59.0,2.0,0.548,976.0,1781.0,59.0,4.0,0.548,976.0,1781.0,59.0,4.0,88.0,59.0,104.0,0.4498,242.0,538.0,59.0,4.0,0.5905,248.0,420.0,59.0,30.0,2.0,169.3,0.353,0.548,0.338,0.454,0.3394,242.0,713.0,59.0,2.0,67.0,255.6,0.636,0.676,0.502,0.755,1.5,2.8,0.756,533.0,705.0,59.0,33.0,28.0,212.9,0.454,0.592,0.583,0.5
14,0.6344,59.0,Hubert Hurkacz,15.0,0.755,2206.0,2922.0,59.0,12.0,0.2813,824.0,2929.0,59.0,38.0,0.4867,881.0,1810.0,59.0,37.0,0.4867,881.0,1810.0,59.0,37.0,580.0,59.0,7.0,0.3559,142.0,399.0,59.0,40.0,0.637,186.0,292.0,59.0,14.0,70.0,132.6,0.284,0.489,0.198,0.355,0.1951,142.0,728.0,59.0,39.0,9.0,286.2,0.634,0.753,0.536,0.857,9.9,1.7,0.8577,639.0,745.0,59.0,6.0,43.0,205.7,0.355,0.636,0.645,0.421
15,0.6319,47.0,Federico Delbonis,16.0,0.6679,1408.0,2108.0,47.0,39.0,0.3176,680.0,2141.0,47.0,6.0,0.5315,642.0,1208.0,47.0,8.0,0.5315,642.0,1208.0,47.0,8.0,127.0,47.0,82.0,0.4086,143.0,350.0,47.0,19.0,0.5891,205.0,348.0,47.0,33.0,11.0,153.4,0.318,0.531,0.276,0.409,0.2761,143.0,518.0,47.0,6.0,77.0,250.0,0.632,0.668,0.48,0.723,3.0,3.3,0.7229,373.0,516.0,47.0,41.0,58.0,192.6,0.409,0.589,0.313,0.615
16,0.6293,62.0,Felix Auger-Aliassime,17.0,0.7673,2255.0,2939.0,62.0,7.0,0.3009,953.0,3167.0,62.0,22.0,0.4939,887.0,1796.0,62.0,33.0,0.4939,887.0,1796.0,62.0,33.0,560.0,62.0,9.0,0.371,161.0,434.0,62.0,36.0,0.5902,180.0,305.0,62.0,31.0,47.0,139.0,0.307,0.494,0.217,0.372,0.211,161.0,763.0,62.0,34.0,16.0,278.1,0.629,0.767,0.503,0.833,9.1,4.2,0.8385,649.0,774.0,62.0,10.0,38.0,206.9,0.372,0.567,0.542,0.588
17,0.6279,49.0,Carlos Alcaraz,18.0,0.6809,1626.0,2388.0,49.0,34.0,0.3312,789.0,2382.0,49.0,4.0,0.5264,809.0,1537.0,49.0,12.0,0.5264,809.0,1537.0,49.0,12.0,151.0,49.0,71.0,0.4376,186.0,425.0,49.0,7.0,0.6034,216.0,358.0,49.0,26.0,4.0,160.4,0.331,0.526,0.309,0.438,0.309,186.0,602.0,49.0,3.0,51.0,261.6,0.628,0.681,0.536,0.762,3.1,2.2,0.7621,455.0,597.0,49.0,31.0,4.0,238.5,0.438,0.603,0.63,0.714
18,0.6278,74.0,Stefanos Tsitsipas,19.0,0.7618,2671.0,3506.0,74.0,11.0,0.3136,1159.0,3696.0,74.0,13.0,0.512,1071.0,2092.0,74.0,17.0,0.512,1071.0,2092.0,74.0,17.0,487.0,74.0,13.0,0.4272,226.0,529.0,74.0,11.0,0.6616,217.0,328.0,74.0,4.0,16.0,150.6,0.314,0.512,0.253,0.427,0.2531,226.0,893.0,74.0,16.0,7.0,288.5,0.628,0.761,0.571,0.878,6.8,2.1,0.8796,811.0,922.0,74.0,2.0,21.0,218.4,0.427,0.661,0.536,0.56
19,0.6271,59.0,Karen Khachanov,20.0,0.7235,2224.0,3074.0,59.0,17.0,0.2912,889.0,3053.0,59.0,32.0,0.5088,956.0,1879.0,59.0,21.0,0.5088,956.0,1879.0,59.0,21.0,428.0,59.0,17.0,0.3889,161.0,414.0,59.0,32.0,0.6583,262.0,398.0,59.0,9.0,42.0,139.7,0.29,0.506,0.214,0.387,0.2182,161.0,738.0,59.0,29.0,23.0,274.1,0.628,0.723,0.525,0.815,7.4,2.4,0.816,603.0,739.0,59.0,16.0,47.0,204.4,0.387,0.657,0.6,0.4
20,0.6265,49.0,Albert Ramos-Vinolas,21.0,0.6811,1683.0,2471.0,49.0,33.0,0.3006,754.0,2508.0,49.0,23.0,0.5302,816.0,1539.0,49.0,10.0,0.5302,816.0,1539.0,49.0,10.0,139.0,49.0,76.0,0.4069,153.0,376.0,49.0,20.0,0.5735,199.0,347.0,49.0,38.0,24.0,148.2,0.301,0.53,0.244,0.407,0.2444,153.0,626.0,49.0,20.0,58.0,259.8,0.627,0.681,0.521,0.763,2.9,2.3,0.7628,476.0,624.0,49.0,30.0,68.0,185.0,0.407,0.573,0.35,0.52
21,0.6219,45.0,Daniel Evans,22.0,0.6977,1680.0,2408.0,45.0,28.0,0.2952,713.0,2415.0,45.0,25.0,0.5064,713.0,1408.0,45.0,25.0,0.5064,713.0,1408.0,45.0,25.0,177.0,45.0,63.0,0.4227,134.0,317.0,45.0,13.0,0.6612,244.0,369.0,45.0,5.0,32.0,145.0,0.295,0.506,0.226,0.423,0.226,134.0,593.0,45.0,26.0,43.0,264.3,0.622,0.698,0.523,0.787,3.9,2.6,0.7874,463.0,588.0,45.0,24.0,49.0,203.1,0.423,0.661,0.476,0.471
22,0.6202,49.0,John Millman,23.0,0.6732,1551.0,2304.0,49.0,37.0,0.293,635.0,2167.0,49.0,29.0,0.5093,742.0,1457.0,49.0,19.0,0.5093,742.0,1457.0,49.0,19.0,128.0,49.0,81.0,0.4195,125.0,298.0,49.0,14.0,0.5702,207.0,363.0,49.0,40.0,33.0,143.6,0.293,0.505,0.222,0.416,0.2216,125.0,564.0,49.0,27.0,71.0,253.5,0.621,0.676,0.497,0.729,2.7,1.5,0.7277,417.0,573.0,49.0,40.0,20.0,218.6,0.416,0.571,0.611,0.588
23,0.6191,71.0,Daniil Medvedev,24.0,0.7826,2538.0,3243.0,71.0,2.0,0.3312,1200.0,3623.0,71.0,3.0,0.5549,1158.0,2087.0,71.0,1.0,0.5549,1158.0,2087.0,71.0,1.0,652.0,71.0,5.0,0.4655,270.0,580.0,71.0,1.0,0.6094,181.0,297.0,71.0,21.0,3.0,165.3,0.331,0.557,0.306,0.459,0.3065,270.0,881.0,71.0,4.0,10.0,285.8,0.618,0.784,0.527,0.869,9.3,3.3,0.868,763.0,879.0,71.0,4.0,12.0,227.7,0.459,0.618,0.45,0.75
24,0.6142,45.0,Dominik Koepfer,25.0,0.6709,1492.0,2224.0,45.0,38.0,0.2932,635.0,2166.0,45.0,28.0,0.4926,636.0,1291.0,45.0,35.0,0.4926,636.0,1291.0,45.0,35.0,185.0,45.0,58.0,0.4007,121.0,302.0,45.0,23.0,0.5938,212.0,357.0,45.0,28.0,38.0,140.7,0.291,0.496,0.219,0.401,0.2188,121.0,553.0,45.0,28.0,72.0,252.6,0.616,0.671,0.5,0.737,4.5,4.3,0.7354,403.0,548.0,45.0,37.0,39.0,206.7,0.401,0.595,0.471,0.6
25,0.6118,47.0,Ilya Ivashka,26.0,0.7362,1577.0,2142.0,47.0,15.0,0.2936,652.0,2221.0,47.0,27.0,0.5304,768.0,1448.0,47.0,9.0,0.5304,768.0,1448.0,47.0,9.0,331.0,47.0,26.0,0.4028,143.0,355.0,47.0,22.0,0.6322,165.0,261.0,47.0,15.0,20.0,148.9,0.297,0.528,0.26,0.404,0.2563,143.0,558.0,47.0,14.0,19.0,276.7,0.611,0.736,0.543,0.83,7.1,2.4,0.8273,460.0,556.0,47.0,12.0,9.0,231.5,0.404,0.639,0.636,0.636
26,0.607,56.0,Frances Tiafoe,27.0,0.7178,2083.0,2902.0,56.0,20.0,0.2765,815.0,2948.0,56.0,39.0,0.5075,882.0,1738.0,56.0,23.0,0.5075,882.0,1738.0,56.0,23.0,386.0,56.0,20.0,0.3894,155.0,398.0,56.0,31.0,0.641,241.0,376.0,56.0,12.0,43.0,139.3,0.278,0.51,0.215,0.39,0.212,155.0,731.0,56.0,33.0,26.0,271.3,0.606,0.717,0.528,0.816,7.1,2.5,0.8158,598.0,733.0,56.0,17.0,46.0,204.6,0.39,0.642,0.514,0.5
27,0.6055,48.0,Tommy Paul,28.0,0.6983,1553.0,2224.0,48.0,27.0,0.3075,715.0,2325.0,48.0,18.0,0.5,715.0,1430.0,48.0,28.0,0.5,715.0,1430.0,48.0,28.0,193.0,48.0,54.0,0.3899,131.0,336.0,48.0,29.0,0.5897,184.0,312.0,48.0,32.0,34.0,142.5,0.308,0.5,0.227,0.39,0.227,131.0,577.0,48.0,25.0,52.0,261.5,0.605,0.698,0.517,0.778,4.1,2.4,0.7782,449.0,577.0,48.0,28.0,35.0,209.1,0.39,0.59,0.444,0.667
28,0.6038,71.0,Andrey Rublev,29.0,0.7664,2497.0,3258.0,71.0,8.0,0.3021,1046.0,3463.0,71.0,20.0,0.5411,1197.0,2212.0,71.0,5.0,0.5411,1197.0,2212.0,71.0,5.0,518.0,71.0,12.0,0.4325,218.0,504.0,71.0,8.0,0.6493,237.0,365.0,71.0,11.0,7.0,154.2,0.302,0.545,0.259,0.436,0.2538,218.0,859.0,71.0,15.0,15.0,279.7,0.604,0.768,0.515,0.854,7.5,1.9,0.8527,741.0,869.0,71.0,8.0,23.0,216.5,0.436,0.648,0.516,0.565
29,0.6034,48.0,Alex de Minaur,30.0,0.6882,1512.0,2197.0,48.0,30.0,0.3192,721.0,2259.0,48.0,5.0,0.4955,720.0,1453.0,48.0,31.0,0.4955,720.0,1453.0,48.0,31.0,145.0,48.0,73.0,0.4135,141.0,341.0,48.0,17.0,0.6084,202.0,332.0,48.0,22.0,23.0,148.4,0.323,0.498,0.253,0.41,0.2469,141.0,571.0,48.0,18.0,60.0,258.4,0.603,0.686,0.524,0.76,3.0,1.9,0.7699,435.0,565.0,48.0,29.0,56.0,197.2,0.41,0.6,0.5,0.462
30,0.5979,54.0,Aslan Karatsev,31.0,0.7229,1792.0,2479.0,54.0,18.0,0.3088,819.0,2652.0,54.0,17.0,0.5091,812.0,1595.0,54.0,20.0,0.5091,812.0,1595.0,54.0,20.0,248.0,54.0,36.0,0.3945,172.0,436.0,54.0,25.0,0.6142,207.0,337.0,54.0,18.0,27.0,148.0,0.311,0.513,0.262,0.394,0.259,172.0,664.0,54.0,12.0,42.0,266.0,0.596,0.721,0.53,0.803,4.7,3.7,0.8036,532.0,662.0,54.0,23.0,42.0,205.8,0.394,0.617,0.4,0.647
31,0.5961,68.0,Jannik Sinner,32.0,0.7101,2298.0,3236.0,68.0,23.0,0.3137,1051.0,3350.0,68.0,12.0,0.5221,1123.0,2151.0,68.0,14.0,0.5221,1123.0,2151.0,68.0,14.0,325.0,68.0,27.0,0.438,219.0,500.0,68.0,6.0,0.6596,312.0,473.0,68.0,7.0,8.0,153.6,0.314,0.522,0.262,0.438,0.2616,219.0,837.0,68.0,11.0,34.0,268.4,0.596,0.71,0.542,0.808,4.8,2.0,0.8079,677.0,838.0,68.0,22.0,11.0,228.6,0.438,0.66,0.6,0.588
32,0.5956,46.0,Fabio Fognini,33.0,0.6808,1459.0,2143.0,46.0,35.0,0.3158,668.0,2115.0,46.0,8.0,0.4853,693.0,1428.0,46.0,38.0,0.4853,693.0,1428.0,46.0,38.0,128.0,46.0,80.0,0.4098,134.0,327.0,46.0,18.0,0.5915,210.0,355.0,46.0,29.0,31.0,145.2,0.317,0.485,0.242,0.408,0.2419,134.0,554.0,46.0,21.0,81.0,246.4,0.592,0.678,0.481,0.726,2.9,4.2,0.733,398.0,543.0,46.0,38.0,48.0,204.2,0.408,0.584,0.65,0.4
33,0.5953,53.0,Denis Shapovalov,34.0,0.7685,1899.0,2471.0,53.0,6.0,0.2877,749.0,2603.0,53.0,34.0,0.4944,801.0,1620.0,53.0,32.0,0.4944,801.0,1620.0,53.0,32.0,428.0,53.0,18.0,0.3939,143.0,363.0,53.0,26.0,0.6967,232.0,333.0,53.0,2.0,44.0,139.3,0.292,0.492,0.217,0.392,0.2144,143.0,667.0,53.0,32.0,25.0,273.0,0.596,0.767,0.502,0.845,7.9,5.9,0.8479,563.0,664.0,53.0,9.0,50.0,202.4,0.392,0.694,0.5,0.438
34,0.5905,49.0,Laslo Djere,35.0,0.6984,1570.0,2248.0,49.0,26.0,0.3033,731.0,2410.0,49.0,19.0,0.5084,727.0,1430.0,49.0,22.0,0.5084,727.0,1430.0,49.0,22.0,231.0,49.0,43.0,0.3668,135.0,368.0,49.0,38.0,0.6,213.0,355.0,49.0,27.0,37.0,140.8,0.303,0.508,0.23,0.367,0.2296,135.0,588.0,49.0,23.0,64.0,256.6,0.59,0.698,0.507,0.76,5.1,4.0,0.7597,449.0,591.0,49.0,32.0,72.0,180.4,0.367,0.6,0.313,0.524
35,0.5904,49.0,Marton Fucsovics,36.0,0.7079,1752.0,2475.0,49.0,25.0,0.3147,827.0,2628.0,49.0,10.0,0.5046,816.0,1617.0,49.0,26.0,0.5046,816.0,1617.0,49.0,26.0,206.0,49.0,52.0,0.4149,161.0,388.0,49.0,16.0,0.605,216.0,357.0,49.0,24.0,19.0,149.0,0.315,0.507,0.25,0.418,0.2481,161.0,649.0,49.0,17.0,53.0,261.2,0.592,0.709,0.52,0.786,4.4,3.9,0.7807,502.0,643.0,49.0,26.0,52.0,201.2,0.418,0.609,0.414,0.571
36,0.5892,56.0,Taylor Fritz,37.0,0.7506,2131.0,2839.0,56.0,13.0,0.2747,797.0,2901.0,56.0,40.0,0.4932,909.0,1843.0,56.0,34.0,0.4932,909.0,1843.0,56.0,34.0,530.0,56.0,11.0,0.3844,153.0,398.0,56.0,35.0,0.6229,223.0,358.0,56.0,16.0,58.0,135.7,0.275,0.493,0.205,0.384,0.2054,153.0,745.0,56.0,37.0,24.0,274.0,0.589,0.751,0.515,0.821,9.5,3.1,0.8207,618.0,753.0,56.0,15.0,17.0,221.0,0.384,0.623,0.571,0.632
37,0.5811,51.0,Marin Cilic,38.0,0.78,1783.0,2286.0,51.0,3.0,0.2917,720.0,2468.0,51.0,30.0,0.5045,789.0,1564.0,51.0,27.0,0.5045,789.0,1564.0,51.0,27.0,546.0,51.0,10.0,0.3568,132.0,370.0,51.0,39.0,0.6406,205.0,320.0,51.0,13.0,53.0,136.6,0.291,0.498,0.215,0.362,0.2167,132.0,609.0,51.0,31.0,29.0,270.1,0.581,0.771,0.476,0.803,11.0,4.0,0.8151,507.0,622.0,51.0,18.0,32.0,211.8,0.362,0.634,0.522,0.6
38,0.5724,62.0,Alexander Bublik,39.0,0.7692,2153.0,2799.0,62.0,5.0,0.2825,802.0,2839.0,62.0,37.0,0.4563,805.0,1764.0,62.0,41.0,0.4563,805.0,1764.0,62.0,41.0,840.0,62.0,1.0,0.3883,146.0,376.0,62.0,33.0,0.6602,274.0,415.0,62.0,6.0,67.0,133.0,0.284,0.458,0.198,0.39,0.1968,146.0,742.0,62.0,38.0,35.0,268.3,0.573,0.77,0.459,0.812,13.6,6.7,0.8117,608.0,749.0,62.0,19.0,44.0,205.6,0.39,0.661,0.455,0.55
39,0.5677,60.0,Nikoloz Basilashvili,40.0,0.6869,1724.0,2510.0,60.0,31.0,0.313,878.0,2805.0,60.0,14.0,0.523,853.0,1631.0,60.0,13.0,0.523,853.0,1631.0,60.0,13.0,236.0,60.0,40.0,0.431,178.0,413.0,60.0,10.0,0.5658,228.0,403.0,60.0,41.0,10.0,153.4,0.318,0.519,0.265,0.432,0.2618,178.0,680.0,60.0,10.0,78.0,249.9,0.567,0.687,0.5,0.739,4.1,3.5,0.74,498.0,673.0,60.0,36.0,16.0,222.3,0.432,0.557,0.684,0.55
40,0.5573,52.0,Jan-Lennard Struff,41.0,0.7426,1691.0,2277.0,52.0,14.0,0.2833,728.0,2570.0,52.0,35.0,0.4994,808.0,1618.0,52.0,30.0,0.4994,808.0,1618.0,52.0,30.0,465.0,52.0,14.0,0.327,121.0,370.0,52.0,41.0,0.5868,196.0,334.0,52.0,35.0,71.0,130.4,0.281,0.501,0.193,0.329,0.1939,121.0,624.0,52.0,40.0,57.0,260.2,0.558,0.743,0.473,0.775,9.3,4.0,0.7788,486.0,624.0,52.0,27.0,69.0,184.3,0.329,0.586,0.56,0.368
41,,,Reilly Opelka,,,,,,,,,,,,,,,,,,,,,,737.0,43.0,3.0,,,,,,,,,,,82.0,110.5,0.201,0.441,0.1,0.363,,,,,,2.0,300.6,0.657,0.771,0.548,0.883,17.1,2.4,,,,,,57.0,196.8,0.363,0.662,0.579,0.364
42,,,John Isner,,,,,,,,,,,,,,,,,,,,,,701.0,34.0,4.0,,,,,,,,,,,85.0,98.2,0.202,0.417,0.088,0.275,,,,,,1.0,314.8,0.687,0.793,0.56,0.922,20.6,2.0,,,,,,18.0,219.7,0.275,0.63,0.667,0.625
43,,,Kevin Anderson,,,,,,,,,,,,,,,,,,,,,,440.0,26.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,Alexei Popyrin,,,,,,,,,,,,,,,,,,,,,,408.0,43.0,19.0,,,,,,,,,,,75.0,125.3,0.266,0.466,0.167,0.354,,,,,,22.0,274.9,0.592,0.747,0.524,0.829,9.5,3.8,,,,,,36.0,207.9,0.354,0.656,0.657,0.412
